trial,formula,used_features,f1_macro,metric
1177,(((is_high_interaction / contract_ratio) * renewal_pressure) * payment_interval),is_high_interaction|contract_ratio|renewal_pressure|payment_interval,0.4998,0.4998
1179,((vip_low_interaction)^2 + renewal_pressure),vip_low_interaction|interaction_per_freq|renewal_pressure,0.5001,0.5001
1181,sqrt((is_older_group * age)),is_older_group|age|frequent,0.5001,0.5001
1183,((log(usage_cluster) + vip_low_interaction) - is_older_group),usage_cluster|age|vip_low_interaction|is_older_group,0.4987,0.4987
1184,(tenure + payment_per_freq),tenure|payment_per_freq,0.4996,0.4996
1185,(log(contract_ratio) - new_inactive),contract_ratio|is_high_interaction|new_inactive,0.5001,0.5001
1186,(freq(subscription_type) * test_1),subscription_type|test_1,0.4993,0.4993
1187,((sqrt(interaction_rate) * test_1) / age),interaction_rate|tenure|test_1|age,0.5001,0.5001
1188,((is_high_interaction)^2 + vip_low_interaction),is_high_interaction|contract_ratio|vip_low_interaction,0.4983,0.4983
1191,log((contract_length * payment_interval)),contract_length|payment_interval|is_high_interaction,0.5001,0.5001
1193,(((test_1 + test_2) + contract_length) + tenure),test_1|test_2|contract_length|tenure,0.4977,0.4977
1194,(freq(subscription_type) - usage_cluster),subscription_type|usage_cluster,0.4991,0.4991
1195,(frequent / after_interaction),frequent|after_interaction,0.5001,0.5001
1196,(log(usage_cluster) * interaction_per_freq),usage_cluster|frequent|interaction_per_freq,0.4991,0.4991
1197,(((contract_ratio)^2 - is_high_interaction) - freq_per_tenure),contract_ratio|payment_interval|is_high_interaction|freq_per_tenure,0.5001,0.5001
1198,(freq(gender) + interaction_per_freq),gender|interaction_per_freq,0.4967,0.4967
1201,(((vip_low_interaction * usage_cluster) + contract_ratio) * payment_per_freq),vip_low_interaction|usage_cluster|contract_ratio|payment_per_freq,0.5001,0.5001
1202,(sqrt(tenure) * contract_ratio),tenure|freq_per_tenure|contract_ratio,0.4993,0.4993
1205,((contract_length)^2 + vip_low_interaction),contract_length|older_low_contract|vip_low_interaction,0.5001,0.5001
1206,log(((payment_per_freq + vip_low_interaction) + older_low_contract)),payment_per_freq|vip_low_interaction|older_low_contract|test_1,0.4988,0.4988
1208,(log(is_high_interaction) - tenure),is_high_interaction|payment_interval|tenure,0.5003,0.5003
1209,((is_high_interaction - interaction_rate) - freq_per_tenure),is_high_interaction|interaction_rate|freq_per_tenure,0.4991,0.4991
1210,(log(payment_interval) - interaction_per_freq),payment_interval|tenure|interaction_per_freq,0.4978,0.4978
1211,((gender_age_group / test_2) - new_inactive),gender_age_group|test_2|new_inactive,0.4978,0.4978
1213,(log(after_interaction) - usage_cluster),after_interaction|contract_length|usage_cluster,0.4992,0.4992
1214,((after_interaction)^2 - age),after_interaction|is_high_interaction|age,0.4973,0.4973
1215,((usage_cluster * interaction_rate) - after_interaction),usage_cluster|interaction_rate|after_interaction,0.4980,0.4980
1217,(log(interaction_per_freq) - contract_ratio),interaction_per_freq|freq_per_tenure|contract_ratio,0.5001,0.5001
1218,(log(frequent) - vip_low_interaction),frequent|usage_cluster|vip_low_interaction,0.4984,0.4984
1219,((is_high_interaction + interaction_per_freq) - age),is_high_interaction|interaction_per_freq|age,0.5001,0.5001
1221,(sqrt(payment_interval) - is_high_interaction),payment_interval|test_1|is_high_interaction,0.4990,0.4990
1222,(log(vip_low_interaction) - is_high_interaction),vip_low_interaction|interaction_rate|is_high_interaction,0.5001,0.5001
1223,((is_high_interaction)^2 - test_2),is_high_interaction|payment_per_freq|test_2,0.4956,0.4956
1225,(log(payment_interval) - new_inactive),payment_interval|is_older_group|new_inactive,0.4988,0.4988
1226,((contract_ratio * is_older_group) - payment_per_freq),contract_ratio|is_older_group|payment_per_freq,0.4960,0.4960
1227,(log(gender_age_group) - new_inactive),gender_age_group|interaction_per_freq|new_inactive,0.4979,0.4979
1228,log((after_interaction / vip_low_interaction)),after_interaction|vip_low_interaction|interaction_rate,0.5001,0.5001
1230,((test_2 + freq_per_tenure) * contract_length),test_2|freq_per_tenure|contract_length,0.4981,0.4981
1232,sqrt((freq_per_tenure)^2),freq_per_tenure|new_inactive|gender_age_group,0.5001,0.5001
1233,(freq(subscription_type) - tenure),subscription_type|tenure,0.4985,0.4985
1234,(log(contract_length) - new_inactive),contract_length|age|new_inactive,0.4990,0.4990
1235,(sqrt(interaction_per_freq) + renewal_pressure),interaction_per_freq|frequent|renewal_pressure,0.5001,0.5001
1236,((renewal_pressure * test_2) * older_low_contract),renewal_pressure|test_2|older_low_contract,0.5001,0.5001
1237,(freq(gender) + payment_interval),gender|payment_interval,0.4938,0.4938
1238,(log(test_2) + age),test_2|contract_length|age,0.4990,0.4990
1239,(log((freq_per_tenure - tenure)) / is_high_interaction),freq_per_tenure|tenure|older_low_contract|is_high_interaction,0.5001,0.5001
1240,((older_low_contract)^2 - interaction_per_freq),older_low_contract|contract_ratio|interaction_per_freq,0.4990,0.4990
1242,((log(test_2) + test_1))^2,test_2|new_inactive|test_1|gender_age_group,0.4985,0.4985
1243,((interaction_rate + gender_age_group) * age),interaction_rate|gender_age_group|age,0.4987,0.4987
1246,(((freq_per_tenure / contract_length) + new_inactive) - payment_interval),freq_per_tenure|contract_length|new_inactive|payment_interval,0.4985,0.4985
1247,log(((log(test_2) - freq_per_tenure) + payment_per_freq)),test_2|test_1|freq_per_tenure|payment_per_freq|older_low_contract,0.4983,0.4983
1248,((renewal_pressure)^2 * older_low_contract),renewal_pressure|freq_per_tenure|older_low_contract,0.5001,0.5001
1250,((test_2 * interaction_per_freq) + usage_cluster),test_2|interaction_per_freq|usage_cluster,0.4990,0.4990
1251,sqrt(log(log(payment_interval))),payment_interval|usage_cluster|contract_ratio|test_2,0.5001,0.5001
1252,(((is_high_interaction + older_low_contract) + new_inactive) * gender_age_group),is_high_interaction|older_low_contract|new_inactive|gender_age_group,0.5001,0.5001
1253,(log(test_2) - is_high_interaction),test_2|frequent|is_high_interaction,0.4964,0.4964
1255,(sqrt(test_1) * frequent),test_1|interaction_per_freq|frequent,0.4989,0.4989
1256,(sqrt(log(contract_length)) - freq_per_tenure),contract_length|vip_low_interaction|frequent|freq_per_tenure,0.4988,0.4988
1257,((contract_ratio)^2 + is_older_group),contract_ratio|test_2|is_older_group,0.5001,0.5001
1259,(log(interaction_rate) + after_interaction),interaction_rate|payment_per_freq|after_interaction,0.4979,0.4979
1260,((interaction_rate * usage_cluster) - test_2),interaction_rate|usage_cluster|test_2,0.4969,0.4969
1261,(((contract_length / tenure) * is_older_group) / freq_per_tenure),contract_length|tenure|is_older_group|freq_per_tenure,0.4985,0.4985
1263,(log(renewal_pressure) / contract_length),renewal_pressure|usage_cluster|contract_length,0.5001,0.5001
1264,(((after_interaction + age) + contract_length) + new_inactive),after_interaction|age|contract_length|new_inactive,0.4992,0.4992
1265,((interaction_rate)^2 - interaction_per_freq),interaction_rate|vip_low_interaction|interaction_per_freq,0.5001,0.5001
1266,(freq(gender) + age),gender|age,0.4967,0.4967
1267,(log(log(interaction_rate)) - payment_interval),interaction_rate|test_2|frequent|payment_interval,0.4993,0.4993
1268,(log(gender_age_group) * test_1),gender_age_group|usage_cluster|test_1,0.4990,0.4990
1269,((renewal_pressure - is_older_group) + older_low_contract),renewal_pressure|is_older_group|older_low_contract,0.5001,0.5001
1271,sqrt(sqrt(test_1)),test_1|age|test_2,0.5001,0.5001
1272,(((test_2 * freq_per_tenure) + is_older_group) * interaction_per_freq),test_2|freq_per_tenure|is_older_group|interaction_per_freq,0.4982,0.4982
1273,(log(interaction_per_freq) - tenure),interaction_per_freq|new_inactive|tenure,0.4992,0.4992
1275,log(((tenure)^2 * contract_ratio)),tenure|after_interaction|contract_ratio|payment_per_freq,0.4977,0.4977
1276,((gender_age_group + renewal_pressure) + age),gender_age_group|renewal_pressure|age,0.5001,0.5001
1277,(log(log(frequent)))^2,frequent|test_1|usage_cluster|contract_ratio,0.5001,0.5001
1279,((age / after_interaction) + test_1),age|after_interaction|test_1,0.4988,0.4988
1280,(((log(after_interaction) - renewal_pressure) / test_1) / interaction_per_freq),after_interaction|is_older_group|renewal_pressure|test_1|interaction_per_freq,0.4966,0.4966
1281,(log(renewal_pressure) * frequent),renewal_pressure|contract_ratio|frequent,0.4996,0.4996
1282,sqrt(sqrt((test_1 * new_inactive))),test_1|new_inactive|freq_per_tenure|tenure,0.5001,0.5001
1284,((new_inactive)^2 + freq_per_tenure),new_inactive|frequent|freq_per_tenure,0.4988,0.4988
1285,((log(contract_ratio) / age) + gender_age_group),contract_ratio|test_1|age|gender_age_group,0.4955,0.4955
1286,((new_inactive + interaction_rate) - contract_ratio),new_inactive|interaction_rate|contract_ratio,0.5001,0.5001
1288,(sqrt(after_interaction) + frequent),after_interaction|contract_length|frequent,0.4974,0.4974
1289,((log(frequent) * payment_interval) - vip_low_interaction),frequent|usage_cluster|payment_interval|vip_low_interaction,0.4986,0.4986
1292,((older_low_contract)^2 + payment_interval),older_low_contract|frequent|payment_interval,0.5001,0.5001
1293,(((contract_length * interaction_per_freq) - interaction_rate) * older_low_contract),contract_length|interaction_per_freq|interaction_rate|older_low_contract,0.5001,0.5001
1294,sqrt(log(older_low_contract)),older_low_contract|is_high_interaction|age,0.5001,0.5001
1296,((renewal_pressure / payment_interval) * payment_per_freq),renewal_pressure|payment_interval|payment_per_freq,0.4993,0.4993
1297,(((after_interaction + is_older_group) + usage_cluster) - payment_per_freq),after_interaction|is_older_group|usage_cluster|payment_per_freq,0.4986,0.4986
1300,((interaction_rate)^2 - test_1),interaction_rate|after_interaction|test_1,0.4991,0.4991
1301,((log(test_2) * age) / frequent),test_2|contract_length|age|frequent,0.4986,0.4986
1302,(log(after_interaction) + renewal_pressure),after_interaction|is_high_interaction|renewal_pressure,0.5001,0.5001
1304,log((freq_per_tenure - is_older_group)),freq_per_tenure|is_older_group|frequent,0.4974,0.4974
1305,((sqrt(payment_interval) + test_1) + interaction_per_freq),payment_interval|new_inactive|test_1|interaction_per_freq,0.4988,0.4988
1306,((older_low_contract * contract_length) - payment_per_freq),older_low_contract|contract_length|payment_per_freq,0.5001,0.5001
1307,(sqrt(log(new_inactive)) * contract_ratio),new_inactive|gender_age_group|vip_low_interaction|contract_ratio,0.5001,0.5001
1309,((interaction_per_freq)^2 * interaction_rate),interaction_per_freq|gender_age_group|interaction_rate,0.5001,0.5001
1310,(((renewal_pressure + frequent) + usage_cluster) - payment_interval),renewal_pressure|frequent|usage_cluster|payment_interval,0.4988,0.4988
1311,(log(is_older_group) / age),is_older_group|contract_ratio|age,0.4978,0.4978
1312,(freq(subscription_type) / frequent),subscription_type|frequent,0.4988,0.4988
1313,((interaction_per_freq / is_high_interaction) - usage_cluster),interaction_per_freq|is_high_interaction|usage_cluster,0.5001,0.5001
1314,log((log(usage_cluster) + payment_interval)),usage_cluster|is_high_interaction|payment_interval|new_inactive,0.5001,0.5001
1315,(after_interaction * is_older_group),after_interaction|is_older_group,0.4990,0.4990
1317,(log(vip_low_interaction) * test_1),vip_low_interaction|contract_length|test_1,0.5001,0.5001
1318,log((frequent)^2),frequent|interaction_per_freq|gender_age_group,0.5001,0.5001
1319,((sqrt(payment_per_freq) + test_2))^2,payment_per_freq|age|test_2|after_interaction,0.4974,0.4974
1321,sqrt(log(interaction_rate)),interaction_rate|older_low_contract|frequent,0.5001,0.5001
1322,(is_high_interaction + new_inactive),is_high_interaction|new_inactive,0.4990,0.4990
1323,((log(older_low_contract) - payment_interval) / new_inactive),older_low_contract|payment_per_freq|payment_interval|new_inactive,0.5001,0.5001
1325,((contract_length)^2 * gender_age_group),contract_length|interaction_per_freq|gender_age_group,0.4947,0.4947
1327,(sqrt(((usage_cluster * payment_per_freq) + test_1)))^2,usage_cluster|payment_per_freq|test_1|payment_interval|renewal_pressure,0.5001,0.5001
1329,((older_low_contract / payment_interval) + contract_ratio),older_low_contract|payment_interval|contract_ratio,0.5001,0.5001
1330,((log(vip_low_interaction) - payment_per_freq) + payment_interval),vip_low_interaction|test_1|payment_per_freq|payment_interval,0.4998,0.4998
1331,(older_low_contract + gender_age_group),older_low_contract|gender_age_group,0.5001,0.5001
1332,(log(contract_length) * is_older_group),contract_length|after_interaction|is_older_group,0.5001,0.5001
1334,(log((age - new_inactive)) - contract_length),age|new_inactive|is_high_interaction|contract_length,0.4958,0.4958
1335,((is_high_interaction)^2 + gender_age_group),is_high_interaction|vip_low_interaction|gender_age_group,0.4986,0.4986
1338,sqrt(sqrt(tenure)),tenure|payment_per_freq|older_low_contract,0.5001,0.5001
1339,(((age * is_high_interaction) + usage_cluster) * tenure),age|is_high_interaction|usage_cluster|tenure,0.5001,0.5001
1340,(log(is_high_interaction) - test_1),is_high_interaction|after_interaction|test_1,0.4986,0.4986
1343,(((tenure)^2 * interaction_per_freq) - payment_interval),tenure|age|interaction_per_freq|payment_interval,0.4994,0.4994
1344,((tenure + is_high_interaction) / older_low_contract),tenure|is_high_interaction|older_low_contract,0.5001,0.5001
1348,((log(test_1) - contract_length) / is_high_interaction),test_1|gender_age_group|contract_length|is_high_interaction,0.4987,0.4987
1350,((payment_per_freq * contract_length) * payment_interval),payment_per_freq|contract_length|payment_interval,0.5001,0.5001
1352,((log(payment_per_freq) + contract_ratio) + new_inactive),payment_per_freq|is_high_interaction|contract_ratio|new_inactive,0.5001,0.5001
1353,(freq(gender) * age),gender|age,0.4992,0.4992
1355,((renewal_pressure + gender_age_group) + interaction_per_freq),renewal_pressure|gender_age_group|interaction_per_freq,0.4993,0.4993
1357,(freq(subscription_type) / is_high_interaction),subscription_type|is_high_interaction,0.5001,0.5001
1358,log(sqrt(log(freq_per_tenure))),freq_per_tenure|interaction_per_freq|usage_cluster|gender_age_group,0.5001,0.5001
1359,((is_older_group)^2 - test_1),is_older_group|interaction_rate|test_1,0.4991,0.4991
1360,((frequent / after_interaction) * freq_per_tenure),frequent|after_interaction|freq_per_tenure,0.4988,0.4988
1363,(((payment_interval * freq_per_tenure) + vip_low_interaction) * interaction_rate),payment_interval|freq_per_tenure|vip_low_interaction|interaction_rate,0.4964,0.4964
1364,((payment_interval - older_low_contract) + interaction_rate),payment_interval|older_low_contract|interaction_rate,0.5000,0.5000
1366,(freq(subscription_type) + renewal_pressure),subscription_type|renewal_pressure,0.4995,0.4995
1367,(((interaction_per_freq + test_2) - test_1) - gender_age_group),interaction_per_freq|test_2|test_1|gender_age_group,0.4972,0.4972
1368,(log(test_2) * interaction_per_freq),test_2|test_1|interaction_per_freq,0.4986,0.4986
1372,((log(is_high_interaction) + interaction_per_freq))^2,is_high_interaction|renewal_pressure|interaction_per_freq|payment_per_freq,0.4984,0.4984
1373,((payment_per_freq * contract_ratio) / payment_interval),payment_per_freq|contract_ratio|payment_interval,0.5001,0.5001
1374,(freq(gender) * test_2),gender|test_2,0.5001,0.5001
1376,sqrt((after_interaction + usage_cluster)),after_interaction|usage_cluster|test_2,0.5001,0.5001
1377,((interaction_rate)^2 - is_older_group),interaction_rate|freq_per_tenure|is_older_group,0.4979,0.4979
1379,sqrt((log(frequent) + payment_interval)),frequent|interaction_per_freq|payment_interval|age,0.4980,0.4980
1380,((((new_inactive / contract_ratio) * freq_per_tenure) / usage_cluster) + vip_low_interaction),new_inactive|contract_ratio|freq_per_tenure|usage_cluster|vip_low_interaction,0.4998,0.4998
1384,(((vip_low_interaction * payment_interval) - after_interaction) + older_low_contract),vip_low_interaction|payment_interval|after_interaction|older_low_contract,0.4974,0.4974
1385,((age)^2 * payment_interval),age|tenure|payment_interval,0.5001,0.5001
1388,(log(log(interaction_rate)) - test_2),interaction_rate|payment_interval|after_interaction|test_2,0.4937,0.4937
1389,((vip_low_interaction + tenure) + contract_ratio),vip_low_interaction|tenure|contract_ratio,0.4999,0.4999
1392,(freq(gender) * contract_ratio),gender|contract_ratio,0.5001,0.5001
1393,(((payment_per_freq)^2 + contract_length) * interaction_rate),payment_per_freq|test_2|contract_length|interaction_rate,0.5001,0.5001
1394,((usage_cluster / after_interaction) - tenure),usage_cluster|after_interaction|tenure,0.4990,0.4990
1396,(gender_age_group - is_high_interaction),gender_age_group|is_high_interaction,0.4985,0.4985
1397,((freq_per_tenure * older_low_contract) * gender_age_group),freq_per_tenure|older_low_contract|gender_age_group,0.5001,0.5001
1398,((log(interaction_per_freq) + contract_ratio) / test_2),interaction_per_freq|interaction_rate|contract_ratio|test_2,0.5001,0.5001
1400,((vip_low_interaction + usage_cluster) + interaction_per_freq),vip_low_interaction|usage_cluster|interaction_per_freq,0.4971,0.4971
1402,((log(freq_per_tenure) - new_inactive) - payment_interval),freq_per_tenure|frequent|new_inactive|payment_interval,0.4982,0.4982
1403,(freq(subscription_type) + interaction_per_freq),subscription_type|interaction_per_freq,0.5005,0.5005
1415,(freq(subscription_type) + payment_per_freq),subscription_type|payment_per_freq,0.4983,0.4983
1416,(freq(subscription_type) + frequent),subscription_type|frequent,0.5008,0.5008
1422,(freq(subscription_type) + vip_low_interaction),subscription_type|vip_low_interaction,0.4986,0.4986
1429,(freq(subscription_type) + freq_per_tenure),subscription_type|freq_per_tenure,0.4998,0.4998
1430,(freq(subscription_type) + is_older_group),subscription_type|is_older_group,0.4991,0.4991
1431,(freq(subscription_type) + tenure),subscription_type|tenure,0.4980,0.4980
1432,(freq(subscription_type) + payment_interval),subscription_type|payment_interval,0.4981,0.4981
1433,(freq(subscription_type) + age),subscription_type|age,0.4981,0.4981
1435,(freq(subscription_type) + is_high_interaction),subscription_type|is_high_interaction,0.4988,0.4988
1437,(freq(subscription_type) + test_2),subscription_type|test_2,0.4981,0.4981
1438,(freq(subscription_type) + new_inactive),subscription_type|new_inactive,0.4987,0.4987
1479,(log((test_2 * gender_age_group)) + test_1),test_2|gender_age_group|renewal_pressure|test_1,0.4989,0.4989
1480,log((sqrt(new_inactive) * renewal_pressure)),new_inactive|usage_cluster|renewal_pressure|test_2,0.5001,0.5001
1482,((((contract_length / vip_low_interaction) + contract_ratio))^2 + after_interaction),contract_length|vip_low_interaction|contract_ratio|payment_interval|after_interaction,0.5001,0.5001
1483,(((interaction_rate + frequent) / contract_ratio) * older_low_contract),interaction_rate|frequent|contract_ratio|older_low_contract,0.5001,0.5001
1484,(((frequent * after_interaction) - gender_age_group) - usage_cluster),frequent|after_interaction|gender_age_group|usage_cluster,0.4982,0.4982
1485,(freq(gender) - interaction_per_freq),gender|interaction_per_freq,0.4938,0.4938
1486,sqrt((sqrt(new_inactive) + test_2)),new_inactive|payment_interval|test_2|contract_length,0.4973,0.4973
1487,(((test_2 + interaction_per_freq) * contract_length) / freq_per_tenure),test_2|interaction_per_freq|contract_length|freq_per_tenure,0.5001,0.5001
1489,(((contract_length / tenure) + frequent) + freq_per_tenure),contract_length|tenure|frequent|freq_per_tenure,0.4964,0.4964
1490,(((interaction_per_freq - test_1) - renewal_pressure) - gender_age_group),interaction_per_freq|test_1|renewal_pressure|gender_age_group,0.5001,0.5001
1491,(freq(subscription_type) / is_older_group),subscription_type|is_older_group,0.5001,0.5001
1492,(((test_1 * new_inactive) * is_older_group) * after_interaction),test_1|new_inactive|is_older_group|after_interaction,0.5001,0.5001
1493,(log((vip_low_interaction + payment_interval)) / is_older_group),vip_low_interaction|payment_interval|new_inactive|is_older_group,0.4975,0.4975
1495,((sqrt(freq_per_tenure) + contract_ratio) - vip_low_interaction),freq_per_tenure|test_2|contract_ratio|vip_low_interaction,0.5001,0.5001
1496,((((contract_ratio * freq_per_tenure) + frequent) + age) * is_older_group),contract_ratio|freq_per_tenure|frequent|age|is_older_group,0.4983,0.4983
1497,log(((usage_cluster / contract_length) - contract_ratio)),usage_cluster|contract_length|contract_ratio|is_older_group,0.5001,0.5001
1499,(((payment_interval + renewal_pressure) * vip_low_interaction) * usage_cluster),payment_interval|renewal_pressure|vip_low_interaction|usage_cluster,0.5001,0.5001
1500,(((is_high_interaction * older_low_contract) + frequent))^2,is_high_interaction|older_low_contract|frequent|test_1,0.5001,0.5001
1502,sqrt(log(sqrt(contract_ratio))),contract_ratio|payment_interval|vip_low_interaction|freq_per_tenure,0.5001,0.5001
1503,(((renewal_pressure + interaction_rate) - contract_ratio) - is_high_interaction),renewal_pressure|interaction_rate|contract_ratio|is_high_interaction,0.4987,0.4987
1505,(((is_high_interaction - usage_cluster) + contract_ratio) / payment_interval),is_high_interaction|usage_cluster|contract_ratio|payment_interval,0.5001,0.5001
1506,(((test_1 / age) * vip_low_interaction) + freq_per_tenure),test_1|age|vip_low_interaction|freq_per_tenure,0.4983,0.4983
1507,(freq(gender) / freq_per_tenure),gender|freq_per_tenure,0.4985,0.4985
1508,((gender_age_group * new_inactive) / renewal_pressure),gender_age_group|new_inactive|renewal_pressure,0.5001,0.5001
1509,((renewal_pressure + freq_per_tenure) + gender_age_group),renewal_pressure|freq_per_tenure|gender_age_group,0.5001,0.5001
1511,((sqrt(frequent) - payment_per_freq) - age),frequent|freq_per_tenure|payment_per_freq|age,0.5001,0.5001
1512,(log(payment_per_freq) + frequent),payment_per_freq|test_2|frequent,0.4984,0.4984
1513,(((is_high_interaction * tenure) * frequent) * test_1),is_high_interaction|tenure|frequent|test_1,0.4993,0.4993
1514,(freq(gender) * is_high_interaction),gender|is_high_interaction,0.5001,0.5001
1515,(((log(contract_ratio) + test_2) / freq_per_tenure) - vip_low_interaction),contract_ratio|frequent|test_2|freq_per_tenure|vip_low_interaction,0.4984,0.4984
1516,log((is_older_group / renewal_pressure)),is_older_group|renewal_pressure|freq_per_tenure,0.5001,0.5001
1518,(((is_older_group + interaction_per_freq) - older_low_contract) - renewal_pressure),is_older_group|interaction_per_freq|older_low_contract|renewal_pressure,0.4985,0.4985
1519,(log(freq_per_tenure) * vip_low_interaction),freq_per_tenure|payment_interval|vip_low_interaction,0.5001,0.5001
1522,log((sqrt(gender_age_group) + is_older_group)),gender_age_group|tenure|is_older_group|frequent,0.5001,0.5001
1524,((age * new_inactive) - usage_cluster),age|new_inactive|usage_cluster,0.5000,0.5000
1525,(log(payment_interval) * after_interaction),payment_interval|payment_per_freq|after_interaction,0.4981,0.4981
1527,(((contract_ratio - payment_interval) + new_inactive) + after_interaction),contract_ratio|payment_interval|new_inactive|after_interaction,0.4995,0.4995
1528,log((freq_per_tenure + contract_ratio)),freq_per_tenure|contract_ratio|payment_interval,0.5001,0.5001
1530,((log(is_high_interaction) / payment_per_freq))^2,is_high_interaction|vip_low_interaction|payment_per_freq|freq_per_tenure,0.4993,0.4993
1531,((frequent / test_1) - new_inactive),frequent|test_1|new_inactive,0.4977,0.4977
1532,sqrt((log(test_2) + payment_interval)),test_2|vip_low_interaction|payment_interval|contract_ratio,0.4995,0.4995
1534,((new_inactive * is_high_interaction) * renewal_pressure),new_inactive|is_high_interaction|renewal_pressure,0.5001,0.5001
1535,((log(payment_per_freq) + is_high_interaction) * contract_length),payment_per_freq|contract_ratio|is_high_interaction|contract_length,0.5001,0.5001
1537,(log(new_inactive) - tenure),new_inactive|interaction_rate|tenure,0.5001,0.5001
1538,((is_high_interaction + usage_cluster) * age),is_high_interaction|usage_cluster|age,0.5001,0.5001
1540,((sqrt(tenure) + interaction_per_freq) - renewal_pressure),tenure|age|interaction_per_freq|renewal_pressure,0.4981,0.4981
1543,(log(older_low_contract) + after_interaction),older_low_contract|is_high_interaction|after_interaction,0.4985,0.4985
1544,(((tenure * older_low_contract) - new_inactive) / test_2),tenure|older_low_contract|new_inactive|test_2,0.5001,0.5001
1546,((tenure / payment_interval) * test_2),tenure|payment_interval|test_2,0.4962,0.4962
1547,((log(age) + interaction_per_freq) + vip_low_interaction),age|payment_interval|interaction_per_freq|vip_low_interaction,0.4984,0.4984
1549,((test_1 + frequent) + interaction_rate),test_1|frequent|interaction_rate,0.5001,0.5001
1550,(log(contract_length) - older_low_contract),contract_length|frequent|older_low_contract,0.5001,0.5001
1551,log(((log(is_high_interaction) * is_older_group) - renewal_pressure)),is_high_interaction|contract_length|is_older_group|renewal_pressure|age,0.5001,0.5001
1552,(freq(gender) - frequent),gender|frequent,0.4985,0.4985
1553,((sqrt(usage_cluster) / contract_ratio) * interaction_rate),usage_cluster|payment_per_freq|contract_ratio|interaction_rate,0.4991,0.4991
1554,((is_older_group - older_low_contract) + gender_age_group),is_older_group|older_low_contract|gender_age_group,0.4996,0.4996
1556,(log((interaction_rate * test_1)) / gender_age_group),interaction_rate|test_1|interaction_per_freq|gender_age_group,0.4977,0.4977
1557,(log(test_1) - freq_per_tenure),test_1|renewal_pressure|freq_per_tenure,0.4970,0.4970
1559,((test_1 + after_interaction) + older_low_contract),test_1|after_interaction|older_low_contract,0.5001,0.5001
1560,log((log(contract_length) * interaction_rate)),contract_length|is_high_interaction|interaction_rate|age,0.5001,0.5001
1562,((payment_interval / is_older_group) + contract_length),payment_interval|is_older_group|contract_length,0.4992,0.4992
1565,(((after_interaction * tenure) - vip_low_interaction) - age),after_interaction|tenure|vip_low_interaction|age,0.4970,0.4970
1566,(log(usage_cluster) + older_low_contract),usage_cluster|gender_age_group|older_low_contract,0.5001,0.5001
1567,sqrt(((contract_length + age) * usage_cluster)),contract_length|age|usage_cluster|test_2,0.5001,0.5001
1569,(sqrt(interaction_rate))^2,interaction_rate|interaction_per_freq|age,0.5001,0.5001
1571,(freq(gender) - payment_per_freq),gender|payment_per_freq,0.4972,0.4972
1572,log(log(frequent)),frequent|payment_interval|test_2,0.5001,0.5001
1573,((interaction_per_freq * contract_ratio) + test_1),interaction_per_freq|contract_ratio|test_1,0.5001,0.5001
1575,((log(is_older_group) - after_interaction) + new_inactive),is_older_group|tenure|after_interaction|new_inactive,0.4984,0.4984
1576,(test_2 / vip_low_interaction),test_2|vip_low_interaction,0.5001,0.5001
1578,((log(vip_low_interaction) * older_low_contract))^2,vip_low_interaction|tenure|older_low_contract|renewal_pressure,0.5001,0.5001
1579,(log(interaction_per_freq) + usage_cluster),interaction_per_freq|test_2|usage_cluster,0.4983,0.4983
1581,(tenure + gender_age_group),tenure|gender_age_group,0.5002,0.5002
1582,((tenure + test_2) - age),tenure|test_2|age,0.4961,0.4961
1585,(((is_high_interaction + usage_cluster) + contract_ratio) * test_1),is_high_interaction|usage_cluster|contract_ratio|test_1,0.5001,0.5001
1586,((frequent + gender_age_group) / payment_interval),frequent|gender_age_group|payment_interval,0.4983,0.4983
1589,(((gender_age_group + interaction_rate) * test_1) - renewal_pressure),gender_age_group|interaction_rate|test_1|renewal_pressure,0.5001,0.5001
1590,log((gender_age_group + contract_ratio)),gender_age_group|contract_ratio|new_inactive,0.5001,0.5001
1592,((new_inactive + interaction_per_freq) + older_low_contract),new_inactive|interaction_per_freq|older_low_contract,0.4997,0.4997
1593,(is_older_group + frequent),is_older_group|frequent,0.4994,0.4994
1595,(((payment_interval + frequent) - older_low_contract) / freq_per_tenure),payment_interval|frequent|older_low_contract|freq_per_tenure,0.4987,0.4987
1596,((freq_per_tenure + vip_low_interaction) + interaction_per_freq),freq_per_tenure|vip_low_interaction|interaction_per_freq,0.4961,0.4961
1598,(((vip_low_interaction + contract_ratio) * interaction_rate) + after_interaction),vip_low_interaction|contract_ratio|interaction_rate|after_interaction,0.4995,0.4995
1599,((contract_ratio + payment_interval) + payment_per_freq),contract_ratio|payment_interval|payment_per_freq,0.5001,0.5001
1601,(test_1 + new_inactive),test_1|new_inactive,0.4989,0.4989
1602,(((is_older_group + freq_per_tenure))^2 - age),is_older_group|freq_per_tenure|usage_cluster|age,0.4998,0.4998
1604,((((payment_per_freq + is_high_interaction) - payment_interval) * freq_per_tenure) / usage_cluster),payment_per_freq|is_high_interaction|payment_interval|freq_per_tenure|usage_cluster,0.4982,0.4982
1605,((interaction_per_freq + payment_interval) * age),interaction_per_freq|payment_interval|age,0.5001,0.5001
1606,(freq_per_tenure + payment_interval),freq_per_tenure|payment_interval,0.4992,0.4992
